========Trial 0 params: {'n_layers': 2, 'K': 3, 'Dropout': 0.3, 'Hidden0': 32, 'Hidden1': 256, 'optimizer': 'Adam', 'lr': 0.014841171742650953, 'batch': 32}===========
+------------------------+------------+
|        Modules         | Parameters |
+------------------------+------------+
|     sptH.0.sAtt.Vs     |    729     |
|     sptH.0.sAtt.bs     |    729     |
|     sptH.0.sAtt.W1     |     24     |
|     sptH.0.sAtt.W2     |     24     |
|     sptH.0.sAtt.W3     |     1      |
|   sptH.0.gcn.weight    |    2304    |
|    sptH.0.gcn.bias     |     32     |
| sptH.0.timeConv.weight |     3      |
|  sptH.0.timeConv.bias  |     1      |
|     sptH.2.sAtt.Vs     |    729     |
|     sptH.2.sAtt.bs     |    729     |
|     sptH.2.sAtt.W1     |     32     |
|     sptH.2.sAtt.W2     |     32     |
|     sptH.2.sAtt.W3     |     1      |
|   sptH.2.gcn.weight    |   24576    |
|    sptH.2.gcn.bias     |    256     |
| sptH.2.timeConv.weight |     3      |
|  sptH.2.timeConv.bias  |     1      |
|     sptH.4.weight      |    3072    |
|      sptH.4.bias       |     12     |
|     sptD.0.sAtt.Vs     |    729     |
|     sptD.0.sAtt.bs     |    729     |
|     sptD.0.sAtt.W1     |     12     |
|     sptD.0.sAtt.W2     |     12     |
|     sptD.0.sAtt.W3     |     1      |
|   sptD.0.gcn.weight    |    1152    |
|    sptD.0.gcn.bias     |     32     |
| sptD.0.timeConv.weight |     3      |
|  sptD.0.timeConv.bias  |     1      |
|     sptD.2.sAtt.Vs     |    729     |
|     sptD.2.sAtt.bs     |    729     |
|     sptD.2.sAtt.W1     |     32     |
|     sptD.2.sAtt.W2     |     32     |
|     sptD.2.sAtt.W3     |     1      |
|   sptD.2.gcn.weight    |   24576    |
|    sptD.2.gcn.bias     |    256     |
| sptD.2.timeConv.weight |     3      |
|  sptD.2.timeConv.bias  |     1      |
|     sptD.4.weight      |    3072    |
|      sptD.4.bias       |     12     |
|     sptW.0.sAtt.Vs     |    729     |
|     sptW.0.sAtt.bs     |    729     |
|     sptW.0.sAtt.W1     |     24     |
|     sptW.0.sAtt.W2     |     24     |
|     sptW.0.sAtt.W3     |     1      |
|   sptW.0.gcn.weight    |    2304    |
|    sptW.0.gcn.bias     |     32     |
| sptW.0.timeConv.weight |     3      |
|  sptW.0.timeConv.bias  |     1      |
|     sptW.2.sAtt.Vs     |    729     |
|     sptW.2.sAtt.bs     |    729     |
|     sptW.2.sAtt.W1     |     32     |
|     sptW.2.sAtt.W2     |     32     |
|     sptW.2.sAtt.W3     |     1      |
|   sptW.2.gcn.weight    |   24576    |
|    sptW.2.gcn.bias     |    256     |
| sptW.2.timeConv.weight |     3      |
|  sptW.2.timeConv.bias  |     1      |
|     sptW.4.weight      |    3072    |
|      sptW.4.bias       |     12     |
|       Fusion.Wh        |     12     |
|       Fusion.Wd        |     12     |
|       Fusion.Ww        |     12     |
+------------------------+------------+
Total Trainable Params: 98730
 Trial: 0 Epoch: 0, train_loss: 108917.75390625, validation_loss = 9993.1728515625
|   sptD.0.gcn.weight    |    6144    |
|    sptD.0.gcn.bias     |    256     |
| sptD.0.timeConv.weight |     3      |
|  sptD.0.timeConv.bias  |     1      |
|     sptD.2.weight      |    3072    |
|      sptD.2.bias       |     12     |
|     sptW.0.sAtt.Vs     |    729     |
|     sptW.0.sAtt.bs     |    729     |
|     sptW.0.sAtt.W1     |     24     |
|     sptW.0.sAtt.W2     |     24     |
|     sptW.0.sAtt.W3     |     1      |
|   sptW.0.gcn.weight    |   12288    |
|    sptW.0.gcn.bias     |    256     |
| sptW.0.timeConv.weight |     3      |
|  sptW.0.timeConv.bias  |     1      |
|     sptW.2.weight      |    3072    |
|      sptW.2.bias       |     12     |
|       Fusion.Wh        |     12     |
|       Fusion.Wd        |     12     |
|       Fusion.Ww        |     12     |
+------------------------+------------+
Total Trainable Params: 45285
 Trial: 75 Epoch: 0, train_loss: 116105.81665039062, validation_loss = 5009.5828857421875
 Trial: 75 Epoch: 1, train_loss: 38397.8876953125, validation_loss = 5485.5137939453125
 Trial: 75 Epoch: 2, train_loss: 39238.34521484375, validation_loss = 5488.6092529296875
 Trial: 75 Epoch: 3, train_loss: 37858.899169921875, validation_loss = 4144.6551513671875
 Trial: 75 Epoch: 4, train_loss: 35797.266845703125, validation_loss = 3623.1376953125
 Trial: 75 Epoch: 5, train_loss: 28125.208129882812, validation_loss = 5913.0418701171875
 Trial: 75 Epoch: 6, train_loss: 25166.663330078125, validation_loss = 4007.43408203125
 Trial: 75 Epoch: 7, train_loss: 25490.993408203125, validation_loss = 4074.1126708984375
 Trial: 75 Epoch: 8, train_loss: 24416.492919921875, validation_loss = 3518.495361328125
 Trial: 75 Epoch: 9, train_loss: 23311.01495361328, validation_loss = 3256.4427490234375
 Trial: 75 Epoch: 10, train_loss: 23766.794067382812, validation_loss = 4784.5164794921875
 Trial: 75 Epoch: 11, train_loss: 25103.191467285156, validation_loss = 4395.707763671875
 Trial: 75 Epoch: 12, train_loss: 27285.719360351562, validation_loss = 3289.5020751953125
 Trial: 75 Epoch: 13, train_loss: 24766.26416015625, validation_loss = 4405.16796875
 Trial: 75 Epoch: 14, train_loss: 26844.569946289062, validation_loss = 5274.6148681640625
 Trial: 75 Epoch: 15, train_loss: 26156.169189453125, validation_loss = 5275.8553466796875
 Trial: 75 Epoch: 16, train_loss: 24632.3251953125, validation_loss = 3913.9259033203125
 Trial: 75 Epoch: 17, train_loss: 20291.41827392578, validation_loss = 3466.1461181640625
 Trial: 75 Epoch: 18, train_loss: 22531.606018066406, validation_loss = 3062.8323974609375
 Trial: 75 Epoch: 19, train_loss: 20377.38848876953, validation_loss = 2810.927001953125
 Trial: 75 Epoch: 20, train_loss: 20341.330688476562, validation_loss = 2911.5426025390625
 Trial: 75 Epoch: 21, train_loss: 20392.586059570312, validation_loss = 3729.6773681640625
 Trial: 75 Epoch: 22, train_loss: 21571.578186035156, validation_loss = 2958.73974609375
 Trial: 75 Epoch: 23, train_loss: 20630.92529296875, validation_loss = 3268.30908203125
 Trial: 75 Epoch: 24, train_loss: 21284.648864746094, validation_loss = 2925.9002685546875
 Trial: 75 Epoch: 25, train_loss: 19781.63720703125, validation_loss = 2884.536865234375
 Trial: 75 Epoch: 26, train_loss: 20659.83349609375, validation_loss = 2781.0203857421875
 Trial: 75 Epoch: 27, train_loss: 19669.48956298828, validation_loss = 2822.487548828125
 Trial: 75 Epoch: 28, train_loss: 20513.918090820312, validation_loss = 2928.8065185546875
 Trial: 75 Epoch: 29, train_loss: 21805.829162597656, validation_loss = 2951.3533935546875
 Trial: 75 Epoch: 30, train_loss: 21867.73681640625, validation_loss = 3512.381103515625
 Trial: 75 Epoch: 31, train_loss: 24130.695068359375, validation_loss = 6118.084228515625
 Trial: 75 Epoch: 32, train_loss: 26281.097045898438, validation_loss = 3082.0477294921875
 Trial: 75 Epoch: 33, train_loss: 21358.161987304688, validation_loss = 2900.1656494140625
 Trial: 75 Epoch: 34, train_loss: 21035.274291992188, validation_loss = 2821.4083251953125
 Trial: 75 Epoch: 35, train_loss: 19489.55712890625, validation_loss = 3050.855224609375
 Trial: 75 Epoch: 36, train_loss: 21369.248901367188, validation_loss = 2888.28759765625
 Trial: 75 Epoch: 37, train_loss: 20413.087524414062, validation_loss = 3056.5482177734375
 Trial: 75 Epoch: 38, train_loss: 18933.826232910156, validation_loss = 2728.5343017578125
 Trial: 75 Epoch: 39, train_loss: 18876.043334960938, validation_loss = 3253.6854248046875
 Trial: 75 Epoch: 40, train_loss: 21364.896057128906, validation_loss = 2913.2545166015625
 Trial: 75 Epoch: 41, train_loss: 18855.82940673828, validation_loss = 2678.287841796875
 Trial: 75 Epoch: 42, train_loss: 19196.513549804688, validation_loss = 2786.5233154296875
 Trial: 75 Epoch: 43, train_loss: 18195.79608154297, validation_loss = 2860.7169189453125
 Trial: 75 Epoch: 44, train_loss: 17858.6416015625, validation_loss = 3350.7386474609375
 Trial: 75 Epoch: 45, train_loss: 18669.934814453125, validation_loss = 4288.602294921875
 Trial: 75 Epoch: 46, train_loss: 19499.294067382812, validation_loss = 3188.70068359375
 Trial: 75 Epoch: 47, train_loss: 17832.455139160156, validation_loss = 2654.7779541015625
 Trial: 75 Epoch: 48, train_loss: 17803.707763671875, validation_loss = 2672.88818359375
 Trial: 75 Epoch: 49, train_loss: 16806.611877441406, validation_loss = 3469.14306640625
 Trial: 75 Epoch: 50, train_loss: 18600.138122558594, validation_loss = 2785.64404296875
 Trial: 75 Epoch: 51, train_loss: 17601.057556152344, validation_loss = 3063.8040771484375
 Trial: 75 Epoch: 52, train_loss: 18072.54656982422, validation_loss = 3030.064453125
 Trial: 75 Epoch: 53, train_loss: 19802.440795898438, validation_loss = 2557.0570068359375
 Trial: 75 Epoch: 54, train_loss: 18045.180603027344, validation_loss = 3032.32763671875
 Trial: 75 Epoch: 55, train_loss: 16845.792053222656, validation_loss = 2578.85986328125
 Trial: 75 Epoch: 56, train_loss: 17699.330505371094, validation_loss = 2846.1099853515625
 Trial: 75 Epoch: 57, train_loss: 17715.869567871094, validation_loss = 2728.84814453125
 Trial: 75 Epoch: 58, train_loss: 17637.57061767578, validation_loss = 2681.042724609375
 Trial: 75 Epoch: 59, train_loss: 16758.357177734375, validation_loss = 2630.3138427734375
 Trial: 75 Epoch: 60, train_loss: 17982.780639648438, validation_loss = 2635.0631103515625
 Trial: 75 Epoch: 61, train_loss: 18026.82440185547, validation_loss = 2622.09130859375
 Trial: 75 Epoch: 62, train_loss: 17957.67333984375, validation_loss = 3472.5245361328125
 Trial: 75 Epoch: 63, train_loss: 18187.484497070312, validation_loss = 2924.4412841796875
 Trial: 75 Epoch: 64, train_loss: 22352.51629638672, validation_loss = 3101.5604248046875
 Trial: 75 Epoch: 65, train_loss: 20133.021240234375, validation_loss = 2937.7532958984375
 Trial: 75 Epoch: 66, train_loss: 17328.569580078125, validation_loss = 2890.087158203125
 Trial: 75 Epoch: 67, train_loss: 17724.27569580078, validation_loss = 2500.3446044921875
 Trial: 75 Epoch: 68, train_loss: 16352.384460449219, validation_loss = 3126.2138671875
 Trial: 75 Epoch: 69, train_loss: 16044.334716796875, validation_loss = 2681.6475830078125
 Trial: 75 Epoch: 70, train_loss: 17890.83026123047, validation_loss = 3290.6739501953125
 Trial: 75 Epoch: 71, train_loss: 16729.794189453125, validation_loss = 2676.7938232421875
 Trial: 75 Epoch: 72, train_loss: 16192.724975585938, validation_loss = 2665.9736328125
 Trial: 75 Epoch: 73, train_loss: 17336.86944580078, validation_loss = 2762.6175537109375
 Trial: 75 Epoch: 74, train_loss: 16400.52276611328, validation_loss = 2919.267333984375
 Trial: 75 Epoch: 75, train_loss: 17055.343994140625, validation_loss = 2848.1141357421875
 Trial: 75 Epoch: 76, train_loss: 16336.620239257812, validation_loss = 3014.9151611328125
 Trial: 75 Epoch: 77, train_loss: 16672.710876464844, validation_loss = 2828.470458984375
 Trial: 75 Epoch: 78, train_loss: 15816.225891113281, validation_loss = 2650.1175537109375
 Trial: 75 Epoch: 79, train_loss: 17633.80584716797, validation_loss = 3231.973876953125
 Trial: 75 Epoch: 80, train_loss: 16261.976806640625, validation_loss = 2730.7117919921875
 Trial: 75 Epoch: 81, train_loss: 18616.710571289062, validation_loss = 2836.0733642578125
 Trial: 75 Epoch: 82, train_loss: 17134.659545898438, validation_loss = 4448.8658447265625
 Trial: 75 Epoch: 83, train_loss: 16385.036010742188, validation_loss = 2624.05419921875
 Trial: 75 Epoch: 84, train_loss: 15732.093078613281, validation_loss = 2730.115966796875
 Trial: 75 Epoch: 85, train_loss: 15627.521789550781, validation_loss = 2535.7882080078125
 Trial: 75 Epoch: 86, train_loss: 15534.414733886719, validation_loss = 2610.35302734375
 Trial: 75 Epoch: 87, train_loss: 15697.74057006836, validation_loss = 2688.164794921875
 Trial: 75 Epoch: 88, train_loss: 15455.712890625, validation_loss = 2674.419189453125
 Trial: 75 Epoch: 89, train_loss: 15703.674438476562, validation_loss = 2666.385009765625
 Trial: 75 Epoch: 90, train_loss: 14981.485046386719, validation_loss = 3051.41845703125
 Trial: 75 Epoch: 91, train_loss: 16428.559204101562, validation_loss = 2731.436767578125
 Trial: 75 Epoch: 92, train_loss: 16218.606506347656, validation_loss = 2546.4434814453125
 Trial: 75 Epoch: 93, train_loss: 16965.110778808594, validation_loss = 2785.579345703125
 Trial: 75 Epoch: 94, train_loss: 16209.715759277344, validation_loss = 2704.248046875
 Trial: 75 Epoch: 95, train_loss: 16303.559814453125, validation_loss = 2632.8245849609375
 Trial: 75 Epoch: 96, train_loss: 14911.942932128906, validation_loss = 2549.1090087890625
 Trial: 75 Epoch: 97, train_loss: 14918.649963378906, validation_loss = 2499.249267578125
 Trial: 75 Epoch: 98, train_loss: 14684.262145996094, validation_loss = 2470.8857421875
 Trial: 75 Epoch: 99, train_loss: 15374.076354980469, validation_loss = 2765.9970703125
========Trial 76 params: {'n_layers': 1, 'K': 2, 'Dropout': 0.1, 'Hidden0': 128, 'optimizer': 'Adam', 'lr': 0.0065689790486672195, 'batch': 4}===========
+------------------------+------------+
|        Modules         | Parameters |
+------------------------+------------+
|     sptH.0.sAtt.Vs     |    729     |
|     sptH.0.sAtt.bs     |    729     |
|     sptH.0.sAtt.W1     |     24     |
|     sptH.0.sAtt.W2     |     24     |
|     sptH.0.sAtt.W3     |     1      |
|   sptH.0.gcn.weight    |    6144    |
|    sptH.0.gcn.bias     |    128     |
| sptH.0.timeConv.weight |     3      |
|  sptH.0.timeConv.bias  |     1      |
|     sptH.2.weight      |    1536    |
|      sptH.2.bias       |     12     |
|     sptD.0.sAtt.Vs     |    729     |
|     sptD.0.sAtt.bs     |    729     |
|     sptD.0.sAtt.W1     |     12     |
|     sptD.0.sAtt.W2     |     12     |
|     sptD.0.sAtt.W3     |     1      |
|   sptD.0.gcn.weight    |    3072    |
|    sptD.0.gcn.bias     |    128     |
| sptD.0.timeConv.weight |     3      |
|  sptD.0.timeConv.bias  |     1      |
|     sptD.2.weight      |    1536    |
|      sptD.2.bias       |     12     |
|     sptW.0.sAtt.Vs     |    729     |
|     sptW.0.sAtt.bs     |    729     |
|     sptW.0.sAtt.W1     |     24     |
|     sptW.0.sAtt.W2     |     24     |
|     sptW.0.sAtt.W3     |     1      |
|   sptW.0.gcn.weight    |    6144    |
|    sptW.0.gcn.bias     |    128     |
| sptW.0.timeConv.weight |     3      |
|  sptW.0.timeConv.bias  |     1      |
|     sptW.2.weight      |    1536    |
|      sptW.2.bias       |     12     |
|       Fusion.Wh        |     12     |
|       Fusion.Wd        |     12     |
|       Fusion.Ww        |     12     |
+------------------------+------------+
Total Trainable Params: 24933
 Trial: 76 Epoch: 0, train_loss: 148345.06201171875, validation_loss = 6523.534423828125
========Trial 77 params: {'n_layers': 1, 'K': 2, 'Dropout': 0.1, 'Hidden0': 16, 'optimizer': 'Adam', 'lr': 0.005508308259525884, 'batch': 16}===========
+------------------------+------------+
|        Modules         | Parameters |
+------------------------+------------+
|     sptH.0.sAtt.Vs     |    729     |
|     sptH.0.sAtt.bs     |    729     |
|     sptH.0.sAtt.W1     |     24     |
|     sptH.0.sAtt.W2     |     24     |
|     sptH.0.sAtt.W3     |     1      |
|   sptH.0.gcn.weight    |    768     |
|    sptH.0.gcn.bias     |     16     |
| sptH.0.timeConv.weight |     3      |
|  sptH.0.timeConv.bias  |     1      |
|     sptH.2.weight      |    192     |
|      sptH.2.bias       |     12     |
|     sptD.0.sAtt.Vs     |    729     |
|     sptD.0.sAtt.bs     |    729     |
|     sptD.0.sAtt.W1     |     12     |
|     sptD.0.sAtt.W2     |     12     |
|     sptD.0.sAtt.W3     |     1      |
|   sptD.0.gcn.weight    |    384     |
|    sptD.0.gcn.bias     |     16     |
| sptD.0.timeConv.weight |     3      |
|  sptD.0.timeConv.bias  |     1      |
|     sptD.2.weight      |    192     |
|      sptD.2.bias       |     12     |
|     sptW.0.sAtt.Vs     |    729     |
|     sptW.0.sAtt.bs     |    729     |
|     sptW.0.sAtt.W1     |     24     |
|     sptW.0.sAtt.W2     |     24     |
|     sptW.0.sAtt.W3     |     1      |
|   sptW.0.gcn.weight    |    768     |
|    sptW.0.gcn.bias     |     16     |
| sptW.0.timeConv.weight |     3      |
|  sptW.0.timeConv.bias  |     1      |
|     sptW.2.weight      |    192     |
|      sptW.2.bias       |     12     |
|       Fusion.Wh        |     12     |
|       Fusion.Wd        |     12     |
|       Fusion.Ww        |     12     |
+------------------------+------------+
Total Trainable Params: 7125
 Trial: 77 Epoch: 0, train_loss: 150358.37109375, validation_loss = 26093.0859375
========Trial 78 params: {'n_layers': 1, 'K': 3, 'Dropout': 0.1, 'Hidden0': 256, 'optimizer': 'Adam', 'lr': 0.004335647175931196, 'batch': 4}===========
+------------------------+------------+
|        Modules         | Parameters |
+------------------------+------------+
|     sptH.0.sAtt.Vs     |    729     |
|     sptH.0.sAtt.bs     |    729     |
|     sptH.0.sAtt.W1     |     24     |
|     sptH.0.sAtt.W2     |     24     |
|     sptH.0.sAtt.W3     |     1      |
|   sptH.0.gcn.weight    |   18432    |
|    sptH.0.gcn.bias     |    256     |
| sptH.0.timeConv.weight |     3      |
|  sptH.0.timeConv.bias  |     1      |
|     sptH.2.weight      |    3072    |
|      sptH.2.bias       |     12     |
|     sptD.0.sAtt.Vs     |    729     |
|     sptD.0.sAtt.bs     |    729     |
|     sptD.0.sAtt.W1     |     12     |
|     sptD.0.sAtt.W2     |     12     |
|     sptD.0.sAtt.W3     |     1      |
|   sptD.0.gcn.weight    |    9216    |
|    sptD.0.gcn.bias     |    256     |
| sptD.0.timeConv.weight |     3      |
|  sptD.0.timeConv.bias  |     1      |
|     sptD.2.weight      |    3072    |
|      sptD.2.bias       |     12     |
|     sptW.0.sAtt.Vs     |    729     |
|     sptW.0.sAtt.bs     |    729     |
|     sptW.0.sAtt.W1     |     24     |
|     sptW.0.sAtt.W2     |     24     |
|     sptW.0.sAtt.W3     |     1      |
|   sptW.0.gcn.weight    |   18432    |
|    sptW.0.gcn.bias     |    256     |
| sptW.0.timeConv.weight |     3      |
|  sptW.0.timeConv.bias  |     1      |
|     sptW.2.weight      |    3072    |
|      sptW.2.bias       |     12     |
|       Fusion.Wh        |     12     |
|       Fusion.Wd        |     12     |
|       Fusion.Ww        |     12     |
+------------------------+------------+
Total Trainable Params: 60645
 Trial: 78 Epoch: 0, train_loss: 224477.89794921875, validation_loss = 14650.49755859375
========Trial 79 params: {'n_layers': 1, 'K': 2, 'Dropout': 0.1, 'Hidden0': 256, 'optimizer': 'Adam', 'lr': 0.007841163160420675, 'batch': 8}===========
+------------------------+------------+
|        Modules         | Parameters |
+------------------------+------------+
|     sptH.0.sAtt.Vs     |    729     |
|     sptH.0.sAtt.bs     |    729     |
|     sptH.0.sAtt.W1     |     24     |
|     sptH.0.sAtt.W2     |     24     |
|     sptH.0.sAtt.W3     |     1      |
|   sptH.0.gcn.weight    |   12288    |
|    sptH.0.gcn.bias     |    256     |
| sptH.0.timeConv.weight |     3      |
|  sptH.0.timeConv.bias  |     1      |
|     sptH.2.weight      |    3072    |
|      sptH.2.bias       |     12     |
|     sptD.0.sAtt.Vs     |    729     |
|     sptD.0.sAtt.bs     |    729     |
|     sptD.0.sAtt.W1     |     12     |
|     sptD.0.sAtt.W2     |     12     |
|     sptD.0.sAtt.W3     |     1      |
|   sptD.0.gcn.weight    |    6144    |
|    sptD.0.gcn.bias     |    256     |
| sptD.0.timeConv.weight |     3      |
|  sptD.0.timeConv.bias  |     1      |
|     sptD.2.weight      |    3072    |
|      sptD.2.bias       |     12     |
|     sptW.0.sAtt.Vs     |    729     |
|     sptW.0.sAtt.bs     |    729     |
|     sptW.0.sAtt.W1     |     24     |
|     sptW.0.sAtt.W2     |     24     |
|     sptW.0.sAtt.W3     |     1      |
|   sptW.0.gcn.weight    |   12288    |
|    sptW.0.gcn.bias     |    256     |
| sptW.0.timeConv.weight |     3      |
|  sptW.0.timeConv.bias  |     1      |
|     sptW.2.weight      |    3072    |
|      sptW.2.bias       |     12     |
|       Fusion.Wh        |     12     |
|       Fusion.Wd        |     12     |
|       Fusion.Ww        |     12     |
+------------------------+------------+
Total Trainable Params: 45285
 Trial: 79 Epoch: 0, train_loss: 175128.9189453125, validation_loss = 8813.7158203125
========Trial 80 params: {'n_layers': 1, 'K': 2, 'Dropout': 0.1, 'Hidden0': 256, 'optimizer': 'Adam', 'lr': 0.009622548839648472, 'batch': 4}===========
+------------------------+------------+
|        Modules         | Parameters |
+------------------------+------------+
|     sptH.0.sAtt.Vs     |    729     |
|     sptH.0.sAtt.bs     |    729     |
|     sptH.0.sAtt.W1     |     24     |
|     sptH.0.sAtt.W2     |     24     |
|     sptH.0.sAtt.W3     |     1      |
|   sptH.0.gcn.weight    |   12288    |
|    sptH.0.gcn.bias     |    256     |
| sptH.0.timeConv.weight |     3      |
|  sptH.0.timeConv.bias  |     1      |
|     sptH.2.weight      |    3072    |
|      sptH.2.bias       |     12     |
|     sptD.0.sAtt.Vs     |    729     |
|     sptD.0.sAtt.bs     |    729     |
|     sptD.0.sAtt.W1     |     12     |
|     sptD.0.sAtt.W2     |     12     |
|     sptD.0.sAtt.W3     |     1      |
|   sptD.0.gcn.weight    |    6144    |
|    sptD.0.gcn.bias     |    256     |
| sptD.0.timeConv.weight |     3      |
|  sptD.0.timeConv.bias  |     1      |
|     sptD.2.weight      |    3072    |
|      sptD.2.bias       |     12     |
|     sptW.0.sAtt.Vs     |    729     |
|     sptW.0.sAtt.bs     |    729     |
|     sptW.0.sAtt.W1     |     24     |
|     sptW.0.sAtt.W2     |     24     |
|     sptW.0.sAtt.W3     |     1      |
|   sptW.0.gcn.weight    |   12288    |
|    sptW.0.gcn.bias     |    256     |
| sptW.0.timeConv.weight |     3      |
|  sptW.0.timeConv.bias  |     1      |
|     sptW.2.weight      |    3072    |
|      sptW.2.bias       |     12     |
|       Fusion.Wh        |     12     |
|       Fusion.Wd        |     12     |
|       Fusion.Ww        |     12     |
+------------------------+------------+
Total Trainable Params: 45285
 Trial: 80 Epoch: 0, train_loss: 109431.2783203125, validation_loss = 5273.432373046875
 Trial: 80 Epoch: 1, train_loss: 36407.45690917969, validation_loss = 4809.862548828125
 Trial: 80 Epoch: 2, train_loss: 36274.26416015625, validation_loss = 4252.883544921875
 Trial: 80 Epoch: 3, train_loss: 41802.66149902344, validation_loss = 5380.28857421875
 Trial: 80 Epoch: 4, train_loss: 51259.91418457031, validation_loss = 3687.173095703125
 Trial: 80 Epoch: 5, train_loss: 33411.09680175781, validation_loss = 5267.4266357421875
 Trial: 80 Epoch: 6, train_loss: 26089.14111328125, validation_loss = 4149.8177490234375
 Trial: 80 Epoch: 7, train_loss: 26285.215698242188, validation_loss = 3778.6790771484375
 Trial: 80 Epoch: 8, train_loss: 24609.53515625, validation_loss = 3703.7308349609375
 Trial: 80 Epoch: 9, train_loss: 23616.994873046875, validation_loss = 3185.4334716796875
 Trial: 80 Epoch: 10, train_loss: 23688.688842773438, validation_loss = 4448.0606689453125
 Trial: 80 Epoch: 11, train_loss: 25129.79656982422, validation_loss = 4300.047119140625
 Trial: 80 Epoch: 12, train_loss: 27529.691040039062, validation_loss = 3087.301513671875
 Trial: 80 Epoch: 13, train_loss: 24829.500732421875, validation_loss = 5017.4510498046875
 Trial: 80 Epoch: 14, train_loss: 27057.428344726562, validation_loss = 4472.4136962890625
 Trial: 80 Epoch: 15, train_loss: 24046.720642089844, validation_loss = 4142.218994140625
 Trial: 80 Epoch: 16, train_loss: 23279.083618164062, validation_loss = 3302.1907958984375
 Trial: 80 Epoch: 17, train_loss: 20228.706604003906, validation_loss = 3583.9248046875
 Trial: 80 Epoch: 18, train_loss: 23838.508728027344, validation_loss = 2951.1766357421875
 Trial: 80 Epoch: 19, train_loss: 21393.781005859375, validation_loss = 2742.425048828125
 Trial: 80 Epoch: 20, train_loss: 20248.0048828125, validation_loss = 2893.251708984375
 Trial: 80 Epoch: 21, train_loss: 20248.349365234375, validation_loss = 3837.1328125
 Trial: 80 Epoch: 22, train_loss: 22030.620544433594, validation_loss = 3091.24609375
 Trial: 80 Epoch: 23, train_loss: 21233.180541992188, validation_loss = 3629.9149169921875
 Trial: 80 Epoch: 24, train_loss: 22595.446655273438, validation_loss = 3183.186767578125
 Trial: 80 Epoch: 25, train_loss: 20872.876953125, validation_loss = 3538.58056640625
 Trial: 80 Epoch: 26, train_loss: 21309.91827392578, validation_loss = 3236.9686279296875
 Trial: 80 Epoch: 27, train_loss: 20728.67120361328, validation_loss = 2825.09814453125
 Trial: 80 Epoch: 28, train_loss: 21533.298461914062, validation_loss = 2801.9200439453125
 Trial: 80 Epoch: 29, train_loss: 23240.61474609375, validation_loss = 2902.3892822265625
 Trial: 80 Epoch: 30, train_loss: 22002.311645507812, validation_loss = 4052.3118896484375
 Trial: 80 Epoch: 31, train_loss: 23896.563842773438, validation_loss = 5310.9451904296875
 Trial: 80 Epoch: 32, train_loss: 25839.03350830078, validation_loss = 3037.0125732421875
 Trial: 80 Epoch: 33, train_loss: 21054.304748535156, validation_loss = 2997.2698974609375
 Trial: 80 Epoch: 34, train_loss: 20193.91162109375, validation_loss = 2956.982177734375
 Trial: 80 Epoch: 35, train_loss: 19424.767822265625, validation_loss = 3056.04833984375
 Trial: 80 Epoch: 36, train_loss: 21563.219665527344, validation_loss = 2935.42529296875
 Trial: 80 Epoch: 37, train_loss: 21200.696411132812, validation_loss = 3107.728759765625
 Trial: 80 Epoch: 38, train_loss: 19962.49542236328, validation_loss = 2944.3504638671875
 Trial: 80 Epoch: 39, train_loss: 18319.788513183594, validation_loss = 2862.2669677734375
 Trial: 80 Epoch: 40, train_loss: 20392.26904296875, validation_loss = 2610.627197265625
 Trial: 80 Epoch: 41, train_loss: 17847.3203125, validation_loss = 3151.795166015625
 Trial: 80 Epoch: 42, train_loss: 18035.041870117188, validation_loss = 2567.0279541015625
 Trial: 80 Epoch: 43, train_loss: 18966.77459716797, validation_loss = 2990.8209228515625
 Trial: 80 Epoch: 44, train_loss: 18945.125915527344, validation_loss = 2956.8671875
 Trial: 80 Epoch: 45, train_loss: 19232.411743164062, validation_loss = 3800.874755859375
 Trial: 80 Epoch: 46, train_loss: 18969.706665039062, validation_loss = 3143.0374755859375
 Trial: 80 Epoch: 47, train_loss: 18578.78839111328, validation_loss = 2647.1907958984375
 Trial: 80 Epoch: 48, train_loss: 18555.488403320312, validation_loss = 2562.7293701171875
 Trial: 80 Epoch: 49, train_loss: 17314.295471191406, validation_loss = 3325.6810302734375
 Trial: 80 Epoch: 50, train_loss: 18495.503173828125, validation_loss = 2799.190673828125
 Trial: 80 Epoch: 51, train_loss: 18042.419799804688, validation_loss = 3164.194580078125
 Trial: 80 Epoch: 52, train_loss: 18451.7431640625, validation_loss = 3013.259521484375
 Trial: 80 Epoch: 53, train_loss: 20558.204223632812, validation_loss = 2520.62158203125
 Trial: 80 Epoch: 54, train_loss: 20512.591186523438, validation_loss = 2804.87939453125
 Trial: 80 Epoch: 55, train_loss: 17664.04620361328, validation_loss = 2513.8922119140625
 Trial: 80 Epoch: 56, train_loss: 18224.347229003906, validation_loss = 2585.4722900390625
 Trial: 80 Epoch: 57, train_loss: 19242.822631835938, validation_loss = 2652.2010498046875
 Trial: 80 Epoch: 58, train_loss: 19131.794189453125, validation_loss = 2637.635009765625
 Trial: 80 Epoch: 59, train_loss: 17617.23486328125, validation_loss = 2602.8739013671875
 Trial: 80 Epoch: 60, train_loss: 18559.419555664062, validation_loss = 2570.750732421875
 Trial: 80 Epoch: 61, train_loss: 19234.066528320312, validation_loss = 2651.190185546875
 Trial: 80 Epoch: 62, train_loss: 18493.60516357422, validation_loss = 2927.525390625
